"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	3	3	0	0	0	0	0
0	2	1	0	0	0	0	0.5	0
0	3	3	1	0	0	0	0	0
0	4	4	5	0	0	0	0	0
0	5	1	5	0	0	0	0	0
0	6	2	5	0	0	0	0	0
0	7	2	4	0	0	0	0.1428571429	0
0	8	0	4	0	0	0	0.2	0
0	9	0	3	0	0	0	0.1666666667	0
0	10	0	2	1	1	0	0	0

1	1	3	3	0	0	0	0	0
1	2	1	0	0	0	0	0.3333333333	0
1	3	3	1	0	0	0	0	0
1	4	4	5	0	0	0	0	0
1	5	1	5	0	0	0	0	0
1	6	2	5	0	0	0	0	0
1	7	2.5	4	0	0	0	0.05882352941	0
1	8	0	4	0	0	0	0.125	0
1	9	1	3	0	0	0	0.125	0
1	10	0	2	1	1	0	0	0

2	1	3	2.25	0	0	0	0.05882352941	0
2	2	1	0	0	0	0	0.2	0
2	3	3	1	0	0	0	0	0
2	4	4	5	0	0	0	0	0
2	5	1	4.5	0	0	0	0.05	0
2	6	2	5	0	0	0	0	0
2	7	2.333333333	3.666666667	0	0	0	0.05555555556	0
2	8	0	4	0	0	0	0.1	0
2	9	0.5	3	0	0	0	0.09090909091	0
2	10	0	2	1	1	0	0	0

3	1	2.25	2.25	0	0	0	0.07142857143	0
3	2	1	0	0	0	0	0.1666666667	0
3	3	3	1	0	0	0	0	0
3	4	4	5	0	0	0	0	0
3	5	1	4.5	0	0	0	0.04166666667	0
3	6	2	5	0	0	0	0	0
3	7	2.5	4	0	0	0	0.04651162791	0
3	8	0	4	0	0	0	0.09090909091	0
3	9	0.5	3	0	0	0	0.08	0
3	10	0	2	1	1	0	0	0

4	1	2.25	2.25	0	0	0	0.06666666667	0
4	2	1	0	0	0	0	0.1666666667	0
4	3	3	1	0	0	0	0	0
4	4	4	5	0	0	0	0	0
4	5	1	4.5	0	0	0	0.03703703704	0
4	6	2	5	0	0	0	0	0
4	7	2.8	4	0	0	0	0.03846153846	0
4	8	0	4.5	0	0	0	0.1	0
4	9	0.5	3	0	0	0	0.07407407407	0
4	10	0	2	1	1	0	0	0

5	1	2.25	2.25	0	0	0	0.0625	0
5	2	1.5	0	0	0	0	0.1666666667	0
5	3	3	1	0	0	0	0	0
5	4	4	5	0	0	0	0	0
5	5	1	4.5	0	0	0	0.03703703704	0
5	6	2.5	5	0	0	0	0	0
5	7	2.75	3.75	0	0	0	0.04081632653	0
5	8	0	4.5	0	0	0	0.1	0
5	9	0.5	3	0	0	0	0.07407407407	0
5	10	0	2	1	1	0	0	0

6	1	2.25	2.25	0	0	0	0.05769230769	0
6	2	1.5	0	0	0	0	0.1428571429	0
6	3	3	0.5	0	0	0	0	0
6	4	4	5	0	0	0	0	0
6	5	1	4.5	0	0	0	0.03703703704	0
6	6	2.5	5	0	0	0	0	0
6	7	2.75	3.75	0	0	0	0.04081632653	0
6	8	0	4.5	0	0	0	0.1	0
6	9	0.5	3	0	0	0	0.07407407407	0
6	10	0	2	1	1	0	0	0

7	1	2.25	2.25	0	0	0	0.05357142857	0
7	2	1.666666667	0.3333333333	0	0	0	0.12	0
7	3	3	0.5	0	0	0	0	0
7	4	4	5	0	0	0	0	0
7	5	0.6666666667	4.666666667	0	0	0	0.06060606061	0
7	6	2.5	5	0	0	0	0	0
7	7	2.75	3.75	0	0	0	0.03921568627	0
7	8	0	4	0	0	0	0.08333333333	0
7	9	0.5	3	0	0	0	0.06896551724	0
7	10	0	2	1	1	0	0	0

8	1	2	2.5	0	0	0	0.04918032787	0
8	2	1.666666667	0.3333333333	0	0	0	0.1071428571	0
8	3	3.25	0.75	0	0	0	0.0303030303	0
8	4	4	5	0	0	0	0	0
8	5	1	4.5	0	0	0	0.06666666667	0
8	6	2.5	5	0	0	0	0	0
8	7	3.5	4	0	0	0	0	0
8	8	0	4	0	0	0	0.08333333333	0
8	9	0.5	3	0	0	0	0.06896551724	0
8	10	0	2	1	1	0	0	0

