"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	0	5	0	0	0	0	0
0	2	0	3	0	0	0	0	0
0	3	0	4	0	0	0	0	0
0	4	4	2	0	0	0	0	0
0	5	2	5	0	0	0	0	0
0	6	2	1	0	0	0	0.2	0
0	7	3	5	0	0	0	0	0
0	8	0	0	0	0	0	0.25	0
0	9	1	2	0	0	0	0.1666666667	0
0	10	1	0	1	1	0	0	0

1	1	0	5	0	0	0	0	0
1	2	0	3	0	0	0	0	0
1	3	0	4	0	0	0	0	0
1	4	4	2	0	0	0	0	0
1	5	2	5	0	0	0	0	0
1	6	2	1	0	0	0	0.1666666667	0
1	7	3	5	0	0	0	0	0
1	8	0	0.5	0	0	0	0.2222222222	0
1	9	1	2	0	0	0	0.1428571429	0
1	10	1	0	1	1	0	0	0

2	1	0	5	0	0	0	0	0
2	2	0	2.5	0	0	0	0.05882352941	0
2	3	0	4	0	0	0	0	0
2	4	4	2	0	0	0	0	0
2	5	1.666666667	4.666666667	0	0	0	0	0
2	6	2	1	0	0	0	0.125	0
2	7	3	4.5	0	0	0	0	0
2	8	0	0.5	0	0	0	0.1818181818	0
2	9	1	2	0	0	0	0.09090909091	0
2	10	1	0	1	1	0	0	0

3	1	0	5	0	0	0	0	0
3	2	0.3333333333	2.666666667	0	0	0	0.05555555556	0
3	3	0	4	0	0	0	0	0
3	4	3.5	2	0	0	0	0.05882352941	0
3	5	1.666666667	4.666666667	0	0	0	0	0
3	6	2	0.5	0	0	0	0.1	0
3	7	3	4	0	0	0	0	0
3	8	0.3333333333	0.6666666667	0	0	0	0.1304347826	0
3	9	1	2	0	0	0	0.0625	0
3	10	1	0	1	1	0	0	0

4	1	0	5	0	0	0	0	0
4	2	0.5	3	0	0	0	0.03773584906	0
4	3	0	4	0	0	0	0	0
4	4	3.5	2	0	0	0	0.05263157895	0
4	5	1.666666667	4.666666667	0	0	0	0	0
4	6	2	0.5	0	0	0	0.08	0
4	7	3	4	0	0	0	0	0
4	8	0.3333333333	0.6666666667	0	0	0	0.1034482759	0
4	9	1.5	2	0	0	0	0.05405405405	0
4	10	1	0	1	1	0	0	0

5	1	0	5	0	0	0	0	0
5	2	0.6666666667	3.333333333	0	0	0	0.02127659574	0
5	3	0	4	0	0	0	0	0
5	4	3.666666667	2.333333333	0	0	0	0.02941176471	0
5	5	1.666666667	4.666666667	0	0	0	0	0
5	6	2.333333333	0.6666666667	0	0	0	0.08108108108	0
5	7	2.75	3.75	0	0	0	0	0
5	8	0	1	0	0	0	0.09375	0
5	9	1.333333333	1.666666667	0	0	0	0.06	0
5	10	1	0	1	1	0	0	0

6	1	0	5	0	0	0	0	0
