"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	3	1	0	0	0	0.2	0
0	2	0	0	0	0	0	0	0
0	3	3	3	0	0	0	0.1428571429	0
0	4	1	4	0	0	0	0	0
0	5	0	2	0	0	0	0	0
0	6	1	3	0	0	0	0.125	0
0	7	0	3	0	0	0	0	0
0	8	3	4	0	0	0	0.1666666667	0
0	9	2	2	0	0	0	0.1111111111	0
0	10	4	3	1	1	0	0	0

1	1	3	1	0	0	0	0.1428571429	0
1	2	0	0	0	0	0	0	0
1	3	3	3	0	0	0	0.1111111111	0
1	4	1	4	0	0	0	0	0
1	5	0.5	2	0	0	0	0	0
1	6	1	3	0	0	0	0.1	0
1	7	0	3	0	0	0	0	0
1	8	3	4	0	0	0	0.1428571429	0
1	9	2	1.5	0	0	0	0.1111111111	0
1	10	4	3	1	1	0	0	0

2	1	2.5	1	0	0	0	0.1428571429	0
2	2	0	0	0	0	0	0	0
2	3	3	3	0	0	0	0.09090909091	0
2	4	1.333333333	4.666666667	0	0	0	0.05555555556	0
2	5	0.5	2	0	0	0	0	0
2	6	1	3	0	0	0	0.08333333333	0
2	7	0	3	0	0	0	0	0
2	8	3	4	0	0	0	0.1111111111	0
2	9	2	2	0	0	0	0.08333333333	0
2	10	4	3	1	1	0	0	0

3	1	2.666666667	1.333333333	0	0	0	0.1111111111	0
3	2	0	0	0	0	0	0	0
3	3	3	3	0	0	0	0.07142857143	0
3	4	1.5	4.5	0	0	0	0.06666666667	0
3	5	0.6666666667	1.666666667	0	0	0	0	0
3	6	1	3	0	0	0	0.06666666667	0
3	7	0	3	0	0	0	0	0
3	8	3	4	0	0	0	0.09090909091	0
3	9	2	2	0	0	0	0.06666666667	0
3	10	4	3	1	1	0	0	0

4	1	2.666666667	1.333333333	0	0	0	0.1379310345	0
4	2	0	0	0	0	0	0	0
4	3	3	3	0	0	0	0.1428571429	0
4	4	1.666666667	4.666666667	0	0	0	0.1739130435	0
4	5	0.3333333333	1.333333333	0	0	0	0	0
4	6	1	3	0	0	0	0.06666666667	0
4	7	0	3	0	0	0	0	0
4	8	3	4	0	0	0	0.1818181818	0
4	9	1.5	2	0	0	0	0.07142857143	0
4	10	4	3.5	1	1	0	0	0

5	1	2.666666667	1.333333333	0	0	0	0.1034482759	0
5	2	0	0	0	0	0	0	0
5	3	3	3	0	0	0	0.07142857143	0
5	4	2	4.75	0	0	0	0.1153846154	0
5	5	0.3333333333	1.333333333	0	0	0	0	0
5	6	1	3	0	0	0	0.0625	0
5	7	0	3	0	0	0	0	0
5	8	3	4	0	0	0	0.09090909091	0
5	9	1.5	2	0	0	0	0.03703703704	0
5	10	4	3	1	1	0	0	0

6	1	2.666666667	1.333333333	0	0	0	0.1714285714	0
6	2	0.5	0	0	0	0	0	0
6	3	3	3	0	0	0	0.1333333333	0
6	4	1.5	5	0	0	0	0.06666666667	0
6	5	0	1.5	0	0	0	0	0
6	6	1	3	0	0	0	0.05882352941	0
6	7	0	3	0	0	0	0	0
6	8	2.666666667	4.333333333	0	0	0	0.1785714286	0
6	9	1.333333333	1.666666667	0	0	0	0.07692307692	0
6	10	4	2.5	1	1	0	0	0

7	1	2.5	0.5	0	0	0	0.2916666667	0
7	2	0.5	0	0	0	0	0.05	0
7	3	3	3	0	0	0	0.2222222222	0
7	4	1.75	4.75	0	0	0	0.1379310345	0
7	5	0	1.5	0	0	0	0.04166666667	0
7	6	1	3	0	0	0	0.1111111111	0
7	7	0	3	0	0	0	0	0
7	8	2	3.5	0	0	0	0.2121212121	0
7	9	1.333333333	1.666666667	0	0	0	0.1568627451	0
7	10	3.75	2	1	1	0	0	0

8	1	2.5	0	0	0	0	0.2727272727	0
8	2	0.5	0	0	0	0	0.05263157895	0
8	3	3	3	0	0	0	0.2352941176	0
8	4	2	5	0	0	0	0.125	0
8	5	0	1.5	0	0	0	0.04	0
8	6	0.6666666667	3.666666667	0	0	0	0.08108108108	0
8	7	0	3	0	0	0	0	0
8	8	2	3.5	0	0	0	0.2058823529	0
8	9	1.5	1.5	0	0	0	0.1935483871	0
8	10	3.75	2	1	1	0	0	0

9	1	2.5	0	0	0	0	0.1111111111	0
9	2	0.5	0	0	0	0	0	0
9	3	3	3	0	0	0	0.1875	0
9	4	2	5	0	0	0	0.16	0
9	5	0	1.5	0	0	0	0	0
9	6	1	3.4	0	0	0	0.1071428571	0
9	7	0	3	0	0	0	0	0
9	8	2	2.5	0	0	0	0.1621621622	0
9	9	1.5	1	0	0	0	0.07142857143	0
9	10	4	3	1	1	0	0	0

10	1	3	0	0	0	0	0.1111111111	0
10	2	1	0	0	0	0	0.04	0
10	3	2.75	3.75	0	0	0	0.2244897959	0
10	4	1.666666667	4.666666667	0	0	0	0.1428571429	0
10	5	0.3333333333	1.333333333	0	0	0	0	0
10	6	1	2.5	0	0	0	0.05714285714	0
10	7	0.3333333333	3.666666667	0	0	0	0.02777777778	0
10	8	2	2	0	0	0	0.1428571429	0
10	9	2	1	0	0	0	0.125	0
10	10	4	3	1	1	0	0	0

11	1	3	0	0	0	0	0.1111111111	0
11	2	1	0	0	0	0	0.04	0
11	3	2.75	3.75	0	0	0.006100347684	0.2156862745	0
11	4	1.666666667	4.666666667	0	0	0.0002804441345	0.1315789474	0
11	5	0.3333333333	1.333333333	0	0	0	0	0
11	6	1	2.5	0	0	0	0.05555555556	0
11	7	0.25	4	0	0	0	0.02325581395	0
11	8	2	2	0	0	0.0008413324035	0.1428571429	0
11	9	2	1	0	0	0	0.125	0
11	10	4	3	1	1	0.1220193333	0	0

12	1	3	0	0	0	0.002385275389	0.1111111111	0
12	2	1	0	0	0	0.0001494397251	0.04	0
12	3	2.75	3.75	0	0	0.02096972228	0.2156862745	0
12	4	1.666666667	4.666666667	0	0	0.003013878004	0.1315789474	0
