"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	3	3	0	0	0	0	0
0	2	4	1	0	0	0	0	0
0	3	3	2	0	0	0	0	0
0	4	2	5	0	0	0	0.2	0
0	5	4	0	0	0	0	0	0
0	6	1	2	0	0	0	0	0
0	7	4	5	0	0	0	0	0
0	8	3	4	0	0	0	0	0
0	9	2	4	0	0	0	0.1428571429	0
0	10	0	5	1	1	0	0	0

1	1	2.5	3	0	0	0	0.04761904762	0
1	2	3.5	1	0	0	0	0	0
1	3	3	2	0	0	0	0	0
1	4	1.5	5	0	0	0	0.1428571429	0
1	5	4	0	0	0	0	0	0
1	6	1.5	2	0	0	0	0	0
1	7	4	5	0	0	0	0	0
1	8	3	4	0	0	0	0	0
1	9	2	4	0	0	0	0.1	0
1	10	0	5	1	1	0	0	0

2	1	2.5	3	0	0	0	0.03571428571	0
2	2	2.75	0.75	0	0	0	0	0
2	3	3	2	0	0	0	0	0
2	4	1.333333333	4.666666667	0	0	0	0.12	0
2	5	4	0	0	0	0	0	0
2	6	1.333333333	2.333333333	0	0	0	0.0303030303	0
2	7	4	5	0	0	0	0	0
2	8	3	4	0	0	0	0	0
2	9	2	4	0	0	0	0.07692307692	0
2	10	0	5	1	1	0	0	0

3	1	2.5	3	0	0	0	0.03125	0
3	2	2.75	0.75	0	0	0	0	0
3	3	3.5	2	0	0	0	0	0
3	4	1.5	5	0	0	0	0.1	0
3	5	4	0	0	0	0	0	0
3	6	1.333333333	2.333333333	0	0	0	0.02777777778	0
3	7	4	5	0	0	0	0	0
3	8	3	4.5	0	0	0	0.04347826087	0
3	9	1.5	4	0	0	0	0.08	0
3	10	0	5	1	1	0	0	0

4	1	2.5	3	0	0	0	0.08333333333	0
4	2	2.75	0.75	0	0	0	0	0
4	3	3.5	2	0	0	0	0	0
4	4	2	5	0	0	0	0.1666666667	0
4	5	4	0	0	0	0	0	0
4	6	1.333333333	1.666666667	0	0	0	0.02777777778	0
4	7	4	5	0	0	0	0.1111111111	0
4	8	3.333333333	4.333333333	0	0	0	0.09090909091	0
4	9	1.333333333	3.666666667	0	0	0	0.1538461538	0
