"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	4	0	0	0	0	0	0
0	2	2	4	0	0	0	0.1666666667	0
0	3	4	5	0	0	0	0	0
0	4	3	4	0	0	0	0	0
0	5	2	5	0	0	0	0.1666666667	0
0	6	0	5	0	0	0	0.3333333333	0
0	7	2	2	0	0	0	0.1428571429	0
0	8	4	1	0	0	0	0	0
0	9	1	0	0	0	0	0	0
0	10	0	3	1	1	0	0	0

1	1	4	0	0	0	0	0	0
1	2	2	4	0	0	0	0.1428571429	0
1	3	4	5	0	0	0	0	0
1	4	3	4	0	0	0	0	0
1	5	2	5	0	0	0	0.1666666667	0
1	6	0	5	0	0	0	0.3333333333	0
1	7	1.5	2	0	0	0	0.1333333333	0
1	8	4	1	0	0	0	0	0
1	9	0.3333333333	0.3333333333	0	0	0	0.2222222222	0
1	10	0	3	1	1	0	0	0

2	1	4	0	0	0	0	0	0
2	2	2	4	0	0	0	0.09090909091	0
2	3	4	5	0	0	0	0	0
2	4	3	4.5	0	0	0	0	0
2	5	2	5	0	0	0	0.1111111111	0
2	6	0	5	0	0	0	0.1428571429	0
2	7	1.2	2.4	0	0	0	0.1315789474	0
2	8	4	1	0	0	0	0	0
2	9	0.3333333333	0.3333333333	0	0	0	0.1333333333	0
2	10	0	3	1	1	0	0	0

3	1	4	0	0	0	0	0	0
3	2	1.666666667	3.666666667	0	0	0	0.09677419355	0
3	3	4	5	0	0	0	0	0
3	4	3	4.5	0	0	0	0	0
3	5	2	5	0	0	0	0.1	0
3	6	0	5	0	0	0	0.125	0
3	7	1	2.25	0	0	0	0.1081081081	0
3	8	4	1	0	0	0	0	0
3	9	0.3333333333	0.3333333333	0	0	0	0.1333333333	0
3	10	0	3	1	1	0	0	0

4	1	4	0	0	0	0	0	0
4	2	1.666666667	3.666666667	0	0	0	0.09090909091	0
4	3	4	5	0	0	0	0	0
4	4	3	4.5	0	0	0	0	0
4	5	2	5	0	0	0	0.1	0
4	6	0	5	0	0	0	0.125	0
4	7	1	2.25	0	0	0	0.09756097561	0
4	8	4	1	0	0	0	0	0
4	9	0.5	0.5	0	0	0	0.1304347826	0
4	10	0	3	1	1	0	0	0

5	1	4	0	0	0	0	0	0
5	2	1.75	3.25	0	0	0	0.09756097561	0
5	3	4	5	0	0	0	0	0
5	4	3	4.5	0	0	0	0	0
5	5	2	5	0	0	0	0.1	0
5	6	0	5	0	0	0	0.125	0
5	7	0.6666666667	2.333333333	0	0	0	0.1034482759	0
5	8	4	1	0	0	0	0	0
5	9	0.3333333333	0.6666666667	0	0	0	0.1666666667	0
5	10	0	3	1	1	0	0	0

6	1	4	0	0	0	0	0	0
6	2	1.8	2.8	0	0	0	0.1	0
6	3	4	4.5	0	0	0	0	0
6	4	3	4.5	0	0	0	0	0
6	5	2	5	0	0	0	0.09090909091	0
6	6	0	5	0	0	0	0.125	0
6	7	0.6666666667	2.333333333	0	0	0	0.1034482759	0
6	8	4	1	0	0	0	0	0
6	9	0	0.5	0	0	0	0.1666666667	0
6	10	0	3	1	1	0	0	0

7	1	4	0	0	0	0	0	0
7	2	1.8	2.8	0	0	0	0.09615384615	0
7	3	4	4.5	0	0	0	0	0
7	4	3	4.5	0	0	0	0	0
7	5	2	5	0	0	0	0.09090909091	0
7	6	0	5	0	0	0	0.125	0
7	7	0.6666666667	2.333333333	0	0	0	0.09375	0
7	8	4	1	0	0	0	0	0
7	9	0.3333333333	0.3333333333	0	0	0	0.1111111111	0
7	10	0	3	1	1	0	0	0

8	1	4	0	0	0	0	0	0
8	2	2.25	3	0	0	0	0.08	0
8	3	4	4.5	0	0	0	0	0
8	4	3	4.5	0	0	0	0	0
8	5	2	5	0	0	0	0.07692307692	0
8	6	0.5	5	0	0	0	0.1052631579	0
8	7	0.75	2.75	0	0	0	0.09756097561	0
8	8	4	1	0	0	0	0	0
8	9	0.3333333333	0.3333333333	0	0	0	0.1333333333	0
8	10	0	3	1	1	0	0	0

9	1	4	0	0	0	0	0	0
9	2	2.333333333	2.333333333	0	0	0	0.1555555556	0
9	3	4	4.5	0	0	0	0.06666666667	0
9	4	3	4.5	0	0	0	0.1363636364	0
9	5	2	4.5	0	0	0	0.2222222222	0
9	6	0.5	5	0	0	0	0.3	0
9	7	0.6666666667	2.333333333	0	0	0	0.225	0
9	8	4	1	0	0	0	0	0
9	9	0.5	0.5	0	0	0	0.1923076923	0
9	10	0.3333333333	3.666666667	1	1	0	0	0

10	1	4	0	0	0	0	0	0
10	2	2.333333333	2.333333333	0	0	0	0.1296296296	0
10	3	4	5	0	0	0	0	0
10	4	3.5	4	0	0	0	0.09523809524	0
10	5	2	4.5	0	0	0	0.2	0
10	6	0.5	5	0	0	0	0.3	0
10	7	0.6666666667	2.333333333	0	0	0	0.2045454545	0
10	8	3.666666667	1.333333333	0	0	0	0	0
10	9	0.5	0.5	0	0	0	0.1724137931	0
10	10	0.3333333333	3.666666667	1	1	0	0	0

11	1	3.5	0	0	0	0	0	0
11	3	4	5	0	0	0	0	0
11	4	4	3.5	0	0	0	0.04	0
11	5	2.5	4.5	0	0	0.01916424917	0.1836734694	0
11	6	0.5	5	0	0	0.07947426577	0.3	0
11	7	0.6666666667	2.333333333	0	0	0.07102245846	0.2	0
11	8	3.25	1.25	0	0	0	0.02325581395	0
11	9	0.3333333333	0.3333333333	0	0	0.001878179402	0.125	0
11	10	0.3333333333	3.666666667	1	1	0.8276411958	0.1944444444	0
11	2	2.333333333	2.333333333	1	1	0.01690361462	0.125	1

12	1	3.5	0	0	0	0.008602121338	0.2352941176	0
12	3	4	5	0	0	0.001167067498	0.1111111111	0
12	4	4	3.5	0	0	0.02460454375	0.28	0
12	5	2.5	4.5	0	0	0.08664806814	0.387755102	0
