"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
52	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
53	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
54	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
55	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
56	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
57	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
58	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
59	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
60	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
61	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
62	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
63	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
64	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
65	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
66	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
67	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
68	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
69	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
70	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
71	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
72	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
73	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
74	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
75	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
76	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
77	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
78	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
79	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
80	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
81	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
82	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
83	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
84	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
85	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
86	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
87	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
88	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
89	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
90	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
91	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
92	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
93	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
94	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
95	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
96	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
97	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
98	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
99	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
100	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
