"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
0	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
1	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
2	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
3	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
4	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
5	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
6	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
7	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
8	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
9	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
10	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
11	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
12	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
13	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
14	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
15	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
16	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
17	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
18	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
19	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
20	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
21	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
22	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
23	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
24	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
25	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
26	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
27	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
28	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
29	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
30	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
31	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
32	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
33	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
34	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
35	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
36	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
37	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
38	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
39	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
40	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
41	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
42	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
43	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
44	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
45	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
46	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
47	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
48	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
49	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
50	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
51	0.06164626655	0.5531773399	0.3248412373	0.4702577904	0.5
