"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
30	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
31	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
32	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
33	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
34	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
35	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
36	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
37	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
38	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
39	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
40	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
41	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
42	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
43	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
44	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
45	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
46	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
47	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
48	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
49	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
50	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
51	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
52	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
53	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
54	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
55	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
56	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
57	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
58	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
59	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
60	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
61	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
62	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
63	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
64	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
65	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
66	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
67	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
68	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
69	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
70	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
71	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
72	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
73	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
74	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
75	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
76	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
77	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
78	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
79	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
80	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
81	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
82	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
83	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
84	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
85	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
86	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
87	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
88	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
89	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
90	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
91	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
92	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
93	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
94	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
95	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
96	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
97	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
98	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
99	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
100	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
