"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
0	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
1	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
2	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
3	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
4	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
5	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
6	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
7	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
8	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
9	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
10	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
11	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
12	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
13	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
14	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
15	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
16	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
17	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
18	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
19	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
20	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
21	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
22	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
23	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
24	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
25	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
26	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
27	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
28	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
29	0.140919178	0.1247533803	0.3166649171	0.7490204588	0.5
