"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.type"	"V"	"V_i"	"V_n"	"inf_by"
0	1	1	5	0	0	0	0.125	0
0	2	0	4	0	0	0	0.1666666667	0
0	3	4	5	0	0	0	0.25	0
0	4	0	3	0	0	0	0.1666666667	0
0	5	3	5	0	0	0	0.2	0
0	6	0	5	0	0	0	0.1666666667	0
0	7	2	5	0	0	0	0.1428571429	0
0	8	2	0	0	0	0	0.5	0
0	9	1	2	0	0	0	0.2	0
0	10	2	3	1	1	0	0	0

1	1	1	5	0	0	0	0.1111111111	0
1	2	0	4	0	0	0	0.1428571429	0
1	3	4	5	0	0	0	0.25	0
1	4	0	3	0	0	0	0.1428571429	0
1	5	3	5	0	0	0	0.1666666667	0
1	6	0	5	0	0	0	0.1428571429	0
1	7	2	5	0	0	0	0.125	0
1	8	2.5	0	0	0	0	0.3333333333	0
1	9	1	2.5	0	0	0	0.1538461538	0
1	10	2	3	1	1	0	0	0

2	1	1	5	0	0	0	0.09090909091	0
2	2	0	4	0	0	0	0.1111111111	0
2	3	4	5	0	0	0	0.2	0
2	4	0	3	0	0	0	0.1111111111	0
2	5	2.5	5	0	0	0	0.1176470588	0
2	6	0	5	0	0	0	0.1111111111	0
2	7	2	4	0	0	0	0.08333333333	0
2	8	3	0.8	0	0	0	0.3076923077	0
2	9	1	3	0	0	0	0.1071428571	0
2	10	2	3	1	1	0	0	0

3	1	1	5	0	0	0	0.08333333333	0
3	2	0	4	0	0	0	0.1	0
3	3	4	5	0	0	0	0.1666666667	0
3	4	0	3	0	0	0	0.1111111111	0
3	5	3	4.5	0	0	0	0.1	0
3	6	0	5	0	0	0	0.1111111111	0
3	7	2	4.5	0	0	0	0.09090909091	0
3	8	3	0.8	0	0	0	0.2666666667	0
3	9	1	3	0	0	0	0.09677419355	0
3	10	2	3	1	1	0	0	0

4	1	1	5	0	0	0	0.08333333333	0
4	2	0	4	0	0	0	0.1	0
4	3	4	5	0	0	0	0.1428571429	0
4	4	0	3	0	0	0	0.1111111111	0
4	5	3.333333333	4.333333333	0	0	0	0.1304347826	0
4	6	0	5	0	0	0	0.1111111111	0
4	7	1.666666667	4.333333333	0	0	0	0.09677419355	0
4	8	2.666666667	0.3333333333	0	0	0	0.2857142857	0
4	9	1	2.5	0	0	0	0.09523809524	0
4	10	2	3	1	1	0	0	0

5	1	1	5	0	0	0	0.08333333333	0
5	2	0	4	0	0	0	0.1	0
5	3	4	5	0	0	0	0.125	0
5	4	0	3	0	0	0	0.1	0
5	5	3.5	4	0	0	0	0.1333333333	0
5	6	0	5	0	0	0	0.1111111111	0
5	7	1.666666667	4.333333333	0	0	0	0.08823529412	0
5	8	2.5	0.5	0	0	0	0.2142857143	0
5	9	1	2.5	0	0	0	0.08333333333	0
5	10	2	3	1	1	0	0	0

6	1	1.5	5	0	0	0	0.09090909091	0
6	2	0	4	0	0	0	0.1	0
6	3	4	5	0	0	0	0.1428571429	0
6	4	0	3	0	0	0	0.1	0
6	5	3.333333333	4.333333333	0	0	0	0.1363636364	0
6	6	0	5	0	0	0	0.1111111111	0
6	7	1.5	4	0	0	0	0.08333333333	0
6	8	2.333333333	0.3333333333	0	0	0	0.25	0
6	9	1	2.5	0	0	0	0.09523809524	0
6	10	2	3	1	1	0	0	0

7	1	1.5	5	0	0	0	0.09090909091	0
7	2	0	4	0	0	0	0.09090909091	0
7	3	3.333333333	4.666666667	0	0	0	0.1363636364	0
7	4	0	2.5	0	0	0	0.1	0
7	5	4	4	0	0	0	0.1428571429	0
