"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
0	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
1	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
2	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
3	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
4	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
5	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
6	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
7	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
8	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
9	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
10	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
11	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
12	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
13	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
14	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
15	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
16	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
17	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
18	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
19	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
20	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
21	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
22	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
23	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
24	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
25	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
26	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
27	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
28	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
29	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
30	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
31	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
32	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
33	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
34	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
35	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
36	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
37	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
38	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
39	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
40	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
41	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
42	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
43	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
44	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
45	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
46	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
47	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
48	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
49	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
50	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
51	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
52	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
53	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
54	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
55	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
56	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
57	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
58	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
59	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
60	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
61	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
62	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
63	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
64	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
65	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
66	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
67	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
68	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
69	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
70	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
71	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
72	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
73	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
74	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
75	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
76	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
77	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
78	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
79	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
80	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
81	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
82	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
83	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
84	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
85	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
86	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
87	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
