"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
88	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
89	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
90	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
91	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
92	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
93	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
94	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
95	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
96	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
97	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
98	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
99	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
100	0.03296637253	0.969669348	0.3587983338	0.8755322232	0.5
