"time"	"b_cf"	"b_c2c"	"c_V"	"p_i"	"D_V"
65	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
66	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
67	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
68	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
69	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
70	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
71	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
72	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
73	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
74	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
75	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
76	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
77	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
78	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
79	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
80	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
81	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
82	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
83	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
84	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
85	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
86	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
87	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
88	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
89	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
90	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
91	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
92	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
93	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
94	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
95	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
96	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
97	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
98	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
99	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
100	0.229464571	0.7231031562	0.9113198353	0.8698657909	0.5
